"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23"
"4982" 4639.27 2.96047 11.9976 18.3163 3.44385 65.7123 54.1496 10.4894 24.2083 16.6237 51.6603 1.81429 2.20108 42.7283 18.9676 14.7996 5.9869 8.23736 2.57406 14.5149 14.2619 22.4141 0.0951971
"6981" 4453.06 13.2747 18.8094 9.22657 38.1818 50.396 50.804 32.0465 28.3439 5.12767 41.0318 7.58734 8.56233 10.8716 53.4732 12.5921 0.763033 10.8381 13.3216 37.2573 14.1137 15.2012 0.018145
"3067" 4693.76 3.52714 5.08653 12.2466 1.31045 65.9029 33.0718 35.7527 18.0835 14.566 38.1634 42.7719 7.99495 19.5063 20.5618 12.7721 25.67 26.5181 8.83506 9.04478 8.79615 35.5273 0.110618
"5635" 4444.94 21.418 16.7486 8.11565 40.6771 63.0969 26.7598 26.2682 19.2784 11.4174 44.9377 36.9659 5.86818 3.97864 44.285 15.6761 2.2856 21.7978 13.3888 5.2098 15.9896 37.9474 0.275267
"584" 4556.34 29.452 2.44868 19.3089 24.8489 30.5253 44.9824 26.5022 23.7953 24.7586 31.2461 13.1022 23.927 42.5437 10.7516 14.4322 7.22174 38.1897 12.4184 35.2863 13.3518 31.4943 0.236384
"4438" 4447.73 0.490862 63.8683 1.77515 23.534 23.3278 86.9458 0.759185 25.3743 21.2944 36.6761 26.4744 24.8585 8.05539 21.4334 20.6967 5.59324 10.6248 6.85147 10.0415 22.0766 25.9184 0.0589035
"3222" 4630.24 4.51255 10.0436 6.56805 23.4159 37.2787 57.9889 21.7257 42.5444 4.69844 36.3246 29.6387 26.5 12.9943 17.8578 7.04924 5.32314 18.47 11.6356 21.8882 33.3318 17.9418 0.0144893
"2687" 4536.07 12.2554 24.3386 16.4634 11.0982 71.5872 17.8202 21.1508 35.2059 14.5879 8.72624 40.6439 32.3072 26.2774 17.2121 15.7388 10.7377 36.7534 7.17736 13.8558 2.55785 7.85055 0.00128287
"6279" 4454.05 6.98266 16.9507 28.8185 48.6607 27.4443 46.0564 26.9583 21.0929 31.7509 7.32007 36.0099 29.5827 23.6873 17.0532 17.2384 9.35462 40.923 4.07714 4.17013 2.03747 21.6042 0.00400028
"415" 4534.89 6.79246 24.953 23.0088 4.12229 55.945 38.3303 26.1724 43.1238 10.2761 21.539 26.9522 40.6527 2.49773 11.5545 20.5174 10.6245 34.0788 15.0742 11.4058 3.12193 6.14819 0.193116
"2127" 4532.63 22.2474 19.3728 16.3525 20.5441 13.7485 57.7539 27.9014 45.4492 0.379462 27.1069 20.4251 20.9852 46.1548 10.9437 15.2772 4.68047 6.86947 9.74617 40.3157 12.7597 19.2738 0.0796558
"4636" 4584.5 17.7765 14.8926 4.64169 16.1307 16.4075 72.5319 28.4227 16.334 34.1925 23.6427 38.2995 13.4767 31.2372 8.6708 19.3739 34.4777 1.96936 8.76758 0.793976 2.20076 10.8961 0.0484822
"567" 4516.19 4.02205 26.3816 3.12612 42.5629 62.2656 24.7244 34.3999 13.3083 12.4593 36.2905 18.7049 26.4137 19.3902 33.1978 18.0663 19.3795 20.652 1.61971 21.6898 27.0799 14.8784 0.00486139
"2681" 4535.58 14.0593 24.7495 13.4079 8.35641 72.333 18.746 21.6463 35.3835 28.6727 8.37977 51.6658 22.0976 18.9031 9.20142 11.241 52.1186 5.36923 8.71523 2.09238 20.4713 1.42629 0.0294587
"1531" 4470.5 23.9381 3.51087 5.20998 44.0166 26.0091 66.6688 41.1915 13.5478 17.7579 43.3943 5.49661 45.8152 10.3217 16.5626 21.2029 2.58714 29.8662 23.1045 5.15701 16.3332 16.7473 0.0956212
"5579" 4332.02 33.0788 18.8904 13.1459 39.8506 65.4343 28.4346 44.0784 16.6457 1.82357 33.9568 28.1635 31.0146 6.36866 33.3272 18.2422 15.8402 2.8996 9.55009 14.0605 35.2016 12.2581 0.0626919
"5468" 4589.27 17.0752 14.015 10.7793 8.91452 37.9402 50.1916 33.2972 26.6082 16.2279 20.3576 40.2144 31.2689 10.147 41.6594 3.1051 27.9619 30.1365 27.0272 3.98307 0.399053 16.8609 0.0901132
"4648" 4562.75 18.6137 15.5012 7.76275 18.8235 33.3372 53.7311 38.3348 26.8853 15.5883 22.6255 39.5843 5.39706 20.397 28.2685 5.91755 23.5435 20.0237 10.6217 21.2822 6.43903 11.984 0.074172
"6750" 4656.84 10.628 6.42746 12.1036 9.84062 19.3317 72.1554 37.0756 15.2789 16.0066 17.3244 58.4027 8.18715 22.5966 16.2055 17.5576 6.92675 24.0782 21.2238 9.85213 10.1286 46.386 0.00697335
"1316" 4594.43 1.95858 7.67159 10.8967 54.5966 13.9487 69.5249 22.9918 14.2213 6.13159 56.2198 3.90401 20.1575 10.4445 47.5826 4.19645 54.8697 2.80242 11.8638 1.63726 4.35996 35.695 0.0139609
"5068" 4749.33 0.310486 3.95151 0.195524 16.8843 36.9966 78.5514 24.9535 11.8698 8.45395 38.2325 26.65 14.7524 29.3006 14.76 18.0086 23.2424 5.11713 8.44599 13.7263 7.2664 4.43317 0.0262789
"3855" 4434.72 16.4842 25.9288 9.72195 55.4407 11.0555 61.1865 27.9768 21.6327 12.0499 51.1158 8.98184 21.3385 10.7239 25.3006 31.145 11.7794 3.41225 24.8677 8.72302 41.4398 27.5608 0.0465175
"143" 4553.64 1.88738 23.9749 13.9489 24.2836 70.2198 19.2697 3.95219 6.9897 54.6972 27.1864 46.315 12.09 30.7194 9.18931 12.3302 26.9718 35.3886 2.80586 0.654953 19.3416 8.41104 0.0666653
"5354" 4628.89 6.56453 8.00394 24.9817 22.6246 18.1282 59.019 32.329 23.269 18.0945 35.3396 15.685 6.81185 28.4731 20.9685 14.0708 9.09385 21.6114 17.5212 17.6387 22.1726 6.80774 0.0445171
"4289" 4449.75 4.99004 18.6044 28.556 21.8298 22.8581 69.9639 19.8279 37.259 13.6361 51.1413 7.64998 20.9925 30.6925 14.082 17.2776 14.4995 28.0328 5.38139 6.63532 25.7001 7.53146 0.29644
"6692" 4542.83 10.6804 20.1559 22.3049 25.6059 3.7138 69.9308 30.2105 24.5028 9.25725 34.9575 38.64 16.0121 33.9058 19.2354 11.3694 0.576853 14.5758 19.9819 10.1513 20.7792 25.6841 0.279197
"1927" 4543.18 11.8924 24.613 15.4141 6.86502 56.6228 33.6598 35.1665 11.1353 36.0711 38.5225 2.76347 18.5262 21.7064 39.3017 2.21503 24.4455 35.014 0.645743 8.70403 27.4881 13.7407 0.0587305
"3160" 4575.11 2.37745 5.7271 2.45695 49.4691 40.3939 58.9993 13.4393 53.793 6.12134 21.7166 31.4261 5.36642 21.4539 22.2129 25.353 9.64723 6.33496 31.4448 2.22535 38.0613 4.62735 0.000736679
"5998" 4585.72 23.9606 6.80603 15.3922 5.1192 44.5115 56.4471 33.5176 8.85871 17.3099 41.4959 23.0991 7.68862 12.8664 48.6052 3.60734 32.9047 0.332098 47.1912 0.555715 29.5673 49.814 0.108231
"1671" 4634.95 3.96326 20.1711 1.74342 11.3734 72.7459 50.5315 3.46827 19.3258 17.1874 29.8187 47.0884 14.3503 4.32022 33.4933 14.7967 25.8378 16.5246 23.481 12.9553 7.25103 46.472 0.0394055
"204" 4613.97 5.47242 21.4091 1.1249 28.1185 21.8719 70.1046 24.3286 19.1275 27.832 11.434 40.73 23.8934 19.2374 14.6386 19.187 12.9872 24.6905 24.3056 7.56585 8.09032 18.7596 0.0162354
"6383" 4472.63 12.803 36.8949 16.2752 5.9249 76.3921 41.1395 19.9012 22.5894 16.8418 28.7967 17.7329 18.8214 9.07352 41.3141 13.7762 0.821156 9.36048 10.8215 11.534 32.741 2.94034 0.0252455
"3614" 4749.03 3.90935 4.28711 2.02208 28.3614 24.6558 52.1119 26.9614 17.6197 27.9558 9.17162 45.7594 13.2806 11.331 27.5135 27.348 17.1059 22.9038 9.71896 5.35057 18.3791 19.8967 0.0419325
"3947" 4617.83 3.65223 31.4706 5.67456 9.09959 41.6461 41.7681 44.7013 18.5619 19.6135 39.5228 5.01942 30.8757 5.26208 21.4307 16.746 59.3193 2.01173 20.2769 9.87958 6.4281 2.07536 0.0600533
"4066" 4544.42 24.3966 15.099 5.4904 16.2438 57.8297 52.6783 14.9779 24.9513 22.3081 36.6571 24.6401 25.5094 7.09483 19.9031 5.76232 17.7122 10.3617 8.68245 10.4641 41.9181 3.58903 0.0668194
"523" 4448.11 5.1676 32.3773 10.2869 24.9853 31.9793 83.8951 10.7444 22.5469 19.6232 17.7163 27.079 31.7938 32.4326 13.0138 9.15067 12.2007 10.8055 15.1379 30.9446 19.9883 12.1328 0.22879
"4695" 4540.8 4.59744 14.135 9.92049 32.5234 36.6168 76.6515 14.1866 18.3361 30.854 20.7424 23.7805 32.3891 17.0949 22.4804 2.68385 22.9079 20.8164 30.1894 3.07729 25.0271 9.95164 0.018688
"1296" 4573.08 27.0546 4.0202 11.842 23.1706 49.537 47.2086 13.1843 25.6794 12.8602 41.2578 31.1775 17.0971 3.46098 31.7983 20.3991 3.58845 8.44751 23.151 25.0837 9.63199 38.0913 0.0286394
"3526" 4564.09 5.66231 23.8197 18.6402 8.23972 73.1723 12.4544 36.7944 20.211 22.5636 29.8819 47.3843 18.2268 7.06131 12.5214 9.089 21.3619 10.4234 28.5425 10.9562 20.6329 8.62442 0.0115982
"215" 4699.85 12.1967 3.81163 1.17056 36.7376 34.0194 31.3546 40.4842 21.138 6.38027 46.2156 34.5667 6.26795 34.5524 7.5971 12.6667 25.1983 20.0224 9.36496 9.56912 21.1875 31.0917 0.0312817
"5227" 4537.66 3.01332 35.8707 8.00283 14.0697 12.1618 72.6313 44.9471 12.7494 22.8791 31.4762 18.0487 39.3615 18.1051 11.4729 19.1648 10.9944 38.8545 0.0930414 6.12245 9.49498 11.2346 0.173097
"1597" 4536.16 17.4626 6.49039 11.7693 36.8363 0.632095 88.4039 16.3381 48.5299 7.54519 30.239 12.2338 1.66579 37.0183 35.919 4.54227 15.7293 21.6765 8.24968 5.86104 12.2498 14.8584 0.000124163
"291" 4517.75 4.28837 6.98963 10.4095 52.4351 40.0243 43.2475 35.5567 21.34 12.5329 46.732 30.0954 7.71306 2.81173 38.2321 8.49252 1.20744 29.213 22.8545 5.63993 32.3096 17.01 0.0212764
"2553" 4729.27 0.292402 14.4112 1.39807 7.26744 76.5821 8.64253 43.2777 9.48269 11.8977 53.3372 25.1716 3.6873 2.04722 51.0205 21.6848 13.0858 31.1018 7.82545 3.68013 6.64261 23.5396 0.0163967
"1044" 4553.46 29.4518 8.55178 8.49942 25.5511 63.8797 11.3308 38.6153 18.2742 18.5578 37.6129 22.7885 14.41 25.8784 11.3586 10.2471 69.8021 4.80327 1.90401 4.66562 21.2387 19.2571 0.11488
"3483" 4555.45 4.68138 36.8349 9.35321 5.79319 67.7761 61.9586 8.71722 1.39062 31.2913 33.095 31.4043 17.4348 1.76506 39.6639 5.82678 39.1251 16.4556 43.5325 6.68074 0.676998 1.72405 0.0132734
"2849" 4528.46 10.9233 8.78682 31.3474 9.19197 66.8676 23.2061 38.5313 27.8338 45.1913 11.3583 4.67152 11.2703 43.48 14.1795 16.1918 10.6865 0.715533 7.43385 31.5759 12.3598 21.3702 0.00240665
"1028" 4552.18 7.41508 10.3104 12.8792 22.9649 72.5952 16.8177 54.7797 5.01551 23.8111 38.2415 15.5018 14.9371 45.7544 3.96805 16.0646 25.6436 23.0387 4.62155 25.1309 11.9025 13.986 0.158278
"3408" 4411.87 32.8876 1.87352 36.1995 17.2738 2.76371 89.7564 22.0637 22.4204 30.7631 33.172 14.1136 27.9407 9.85477 36.8662 0.167966 16.5272 30.7616 23.3202 1.91284 32.7546 10.6919 0.00736607
"6400" 4447.26 25.0872 39.1252 10.6984 5.46092 42.2211 70.4194 22.2735 17.5129 3.87173 51.5669 20.5396 36.5415 6.87762 22.6132 11.4676 11.8767 26.2674 8.95797 19.8816 13.7741 12.533 0.190006
"5426" 4571.07 10.7923 22.6754 8.76481 13.8363 56.7946 53.9298 19.0517 13.7036 0.201206 61.3341 14.0989 32.9601 20.9305 13.7776 6.07702 14.0487 24.9203 6.59965 26.7904 15.9532 15.8632 0.0555752
"171" 4527.02 2.58162 34.4399 10.8354 9.7748 76.2075 28.4601 21.2184 8.99568 34.1492 32.0548 14.5229 57.8204 1.83879 13.2996 7.63393 15.0919 26.2687 22.3839 4.19362 2.40318 35.7558 0.207123
"2263" 4543.97 1.7156 4.7428 16.5158 58.1393 11.4774 66.7856 17.1684 8.80163 42.7887 29.6798 30.6688 4.35945 13.4294 25.2322 15.3836 7.8933 20.2632 18.1586 14.3427 46.0162 10.9769 0.114662
"6711" 4515.38 7.5307 1.90383 33.5488 17.7655 58.3356 28.8165 45.0808 19.2291 23.9092 30.0149 13.8009 34.3941 21.4509 21.3857 14.7635 15.7684 23.5503 13.6892 0.901048 20.6162 19.5605 0.157105
"3619" 4749.03 1.78367 2.01085 2.52012 30.3587 39.6203 45.0006 20.3399 12.0913 30.3222 16.6191 28.2038 40.6067 16.302 23.9727 16.7705 6.772 9.97087 14.1546 27.1282 6.57634 26.0428 0.0913725
"5288" 4534.89 18.0625 4.67116 16.1704 46.3133 14.3925 51.6216 26.5434 53.4164 4.97028 11.4685 33.787 19.8468 30.5653 16.7562 20.7713 10.5947 3.39162 11.8236 4.91092 22.9032 56.7437 0.220633
"4664" 4626.15 7.90003 13.2321 13.4117 9.33177 56.3694 44.3686 22.9558 24.0929 11.0309 42.758 35.2552 3.61752 4.13195 47.0178 5.58796 4.89135 1.39772 38.9554 28.8102 8.40201 7.93556 0.00755423
"561" 4522.22 6.95035 32.2948 20.7303 25.6064 39.3258 33.3692 24.8832 26.1618 13.6064 8.34705 58.1767 13.7661 19.1942 17.2221 39.1335 14.3883 4.302 16.4549 19.209 28.43 7.38677 0.00445071
"547" 4556.97 5.32144 29.2118 10.469 17.5297 47.4011 41.3869 41.0126 10.6485 19.4856 23.103 44.3583 26.0247 13.6663 10.2558 20.1884 0.86305 22.9848 30.4575 14.9756 6.87411 40.215 0.00887004
"3099" 4630.55 2.38616 13.3574 16.5564 9.62917 28.0068 84.087 13.9633 16.2481 10.376 49.9813 17.0734 18.1412 21.5661 31.98 0.0987315 1.58719 54.4348 21.6019 10.9228 10.6573 7.42617 0.121559
"4275" 4450.58 36.5397 19.8866 22.1819 26.2481 9.48269 72.202 18.7714 25.6021 23.055 13.8082 33.6025 37.1071 18.2226 14.5304 25.4886 1.77278 4.51136 18.5813 22.1541 4.2352 35.7891 0.243247
"6708" 4563.99 12.0834 2.30685 30.4049 13.6687 58.1153 26.7913 49.2892 8.94105 22.7147 29.0138 21.0355 40.1357 7.03559 18.6728 15.1034 33.3737 23.3736 25.9548 9.78691 0.202171 2.77867 0.0597623
"2257" 4534.38 10.6389 7.75501 18.8968 50.709 8.47935 72.4479 21.0243 2.69299 44.3884 21.1782 44.8467 28.8078 3.67828 14.1564 20.158 24.2592 23.1601 5.80308 4.18965 5.68436 33.4739 0.000458547
"664" 4625.25 11.8347 14.1006 5.44133 18.8917 36.402 29.2999 52.8673 21.706 13.9331 5.47348 45.4156 36.7035 3.35556 35.7262 8.37955 14.9493 12.1413 3.37632 0.187236 12.2826 4.47335 0.0110592
"1497" 4453.68 32.0983 1.55242 7.46564 45.0693 55.5403 47.2458 11.3324 30.2954 8.76277 25.5862 55.5079 5.4148 19.3937 26.2786 4.39754 4.41403 15.5153 2.40793 36.3625 12.9083 20.7032 0.123314
"1660" 4671.41 4.33194 10.9761 9.83997 3.59999 70.7667 57.3036 2.01967 22.473 13.7321 30.392 31.2685 13.5379 4.23034 51.8637 6.28144 41.3901 32.8561 0.335739 10.2169 2.43729 5.71788 0.0619888
"3842" 4533.73 4.57148 37.3992 7.53255 14.4222 24.4513 63.8752 29.2401 36.6691 1.19294 46.3143 21.6318 11.0577 9.62215 45.318 6.10037 51.8946 8.0397 5.65381 4.56426 12.8468 1.64157 0.0309277
"1999" 4538.26 21.6643 6.04304 18.4034 16.2777 56.7 49.6425 18.7724 15.568 23.5678 44.5793 14.4176 23.2238 33.0284 10.1931 15.6354 9.32746 24.0024 7.09487 12.3037 33.8528 8.91404 0.0120816
"2154" 4650.81 6.96883 14.9168 3.97702 14.856 8.28634 74.5646 51.2666 14.5888 0.148581 40.0932 32.2018 9.67724 29.4721 27.3085 11.3287 0.927167 34.4386 6.98302 20.2491 12.3219 54.0537 0.0131477
"3391" 4642.22 9.14101 15.5797 0.882727 15.1539 78.8457 8.65916 31.0309 29.4325 21.536 20.6146 2.03636 46.316 18.3056 28.6866 10.484 6.34528 24.6236 3.12458 25.4077 32.8004 14.3054 0.0912282
"2741" 4458.25 35.5951 1.72984 15.8397 29.7504 17.7614 67.3985 46.1346 24.1266 28.1956 16.7846 12.1195 41.9882 9.90055 20.794 4.1831 38.3262 5.46148 37.2862 4.72 23.6549 4.63964 0.0432018
"3230" 4673.7 5.1041 12.0375 15.4725 18.5778 14.8288 85.0311 4.9816 20.5496 22.9405 40.2027 14.8921 23.2889 28.8775 17.6129 5.9266 14.5183 12.4864 32.862 6.04747 23.1196 41.6581 0.0323266
"2144" 4615.65 22.9832 12.4738 2.96126 8.04075 14.2124 77.215 40.4593 24.4339 26.6056 25.3215 11.6242 14.4281 37.7412 11.9377 28.9687 17.0955 11.3272 1.34078 34.984 9.16317 3.5156 0.00415773
"3143" 4585.17 12.9451 19.8577 12.4979 21.7979 50.7853 26.6554 4.98555 73.0498 4.76361 24.5371 16.6172 16.1221 39.0854 14.4747 18.6601 36.5314 0.893439 8.50525 22.3262 1.54043 7.69324 0.0121815
"2566" 4629.85 0.835801 13.6943 20.3332 8.02644 61.4407 16.0606 47.8592 19.1776 16.0733 38.2254 30.3935 21.0101 24.6352 13.5015 25.8582 1.69472 11.8444 21.1171 33.8986 3.21163 41.0409 0.0428874
"3047" 4642.35 8.58532 9.97258 17.6069 16.9098 6.01651 84.4277 20.0449 20.9599 21.3264 4.10072 42.0188 19.7436 20.6467 34.6894 17.2728 13.7568 12.4208 8.73311 7.40951 41.3597 14.7089 0.00990562
"1058" 4546.28 4.24327 5.99836 14.4807 41.4025 62.29 12.7692 34.9223 19.9339 21.6524 51.3712 4.16062 27.9769 31.1929 13.3568 16.58 13.1174 13.1363 29.1969 13.6061 5.61317 16.5441 0.138328
"1904" 4609.81 8.82218 18.3392 16.0612 1.86542 80.3464 9.64316 37.7294 12.7713 24.8806 25.4601 3.76004 47.5847 37.9428 8.63544 6.17675 12.4089 14.8941 31.1133 11.0887 32.6595 13.0671 0.0528501
"5373" 4572.29 0.835796 24.0044 25.3369 12.19 32.8748 52.2724 23.0022 28.0768 29.8693 15.6228 34.7579 6.89641 7.41861 49.1502 4.22715 32.5517 17.8518 15.9998 7.06462 3.76833 40.3409 0.0228772
"5410" 4613.47 3.61257 5.43351 8.34059 28.7239 49.1495 36.9489 57.9495 3.79433 11.8642 3.89692 63.4307 16.5043 33.98 4.96815 13.1923 22.7532 12.2099 11.9125 38.9407 21.7136 72.3478 0.0977929
"6890" 4524.38 24.1422 29.8274 5.28822 5.99045 24.6597 34.0225 90.155 11.7315 12.5014 24.2174 37.4154 4.34082 16.1496 34.6001 3.57907 17.3445 22.124 5.01347 20.9533 28.0623 21.6527 0.130385
"858" 4557.71 21.6831 10.3818 20.4901 9.61925 59.1851 44.2078 15.8328 10.8972 38.7765 40.7994 15.1891 13.8288 1.12196 42.8004 21.0506 8.39052 3.72637 40.9037 16.5071 5.95487 10.3961 0.0239393
"3831" 4538.95 1.09073 22.402 4.53573 25.4112 59.7044 35.9741 21.8828 35.3836 18.9041 19.4417 46.4669 22.3929 25.8185 7.50818 17.3698 12.5889 32.9751 25.4691 3.91498 1.5477 30.5644 0.127825
"6427" 4594.7 12.1141 13.8271 12.8551 18.1715 52.8226 41.1424 23.6805 32.3753 16.7303 26.7126 31.7521 11.7411 5.95733 43.5751 10.4704 16.8476 11.45 3.00599 48.7921 19.491 10.1658 0.103012
"349" 4579.91 9.40654 23.0933 18.1676 0.918441 55.5817 38.0646 28.8626 36.9005 8.66474 33.4683 30.1954 8.80449 20.2258 33.4122 10.9343 13.7177 10.8785 14.6023 16.6494 17.5647 5.47482 0.0180832
"1668" 4615.15 9.46321 17.5155 2.83194 16.7463 72.7459 50.5315 3.46827 19.3258 14.5423 28.5869 33.2383 15.523 5.96257 48.9424 2.29109 37.8338 27.0299 10.0867 1.03248 14.7966 55.37 0.023288
"5174" 4552.04 20.9679 14.271 12.1764 13.8775 44.7992 33.1802 36.1081 36.5405 16.6883 37.4992 10.9471 26.315 13.6296 11.2374 25.1956 27.9768 20.3907 7.1183 0.56503 3.70345 36.9525 0.26124
"1654" 4643.21 12.837 19.3311 2.62229 3.47545 68.6881 28.2634 29.7732 19.525 16.1664 39.5605 25.4621 14.4437 7.60551 40.7483 16.8552 7.22689 29.5818 16.5634 12.1951 32.5658 27.6495 0.035949
"2622" 4562.91 4.35596 22.0887 5.86937 47.1867 51.3934 11.4322 47.7961 9.69185 29.8712 11.9041 46.3587 18.8652 22.3811 14.9764 13.857 23.5764 18.6292 5.22854 5.06085 2.18478 40.9614 0.0236877
"1755" 4457.35 29.1985 5.85206 25.7531 20.1277 70.4596 12.0538 43.6866 24.1557 19.6338 30.6364 19.1303 30.38 25.7531 6.71518 18.0267 11.3583 2.39139 37.2247 35.7386 6.83781 12.4785 0.0207528
"6502" 4640.64 9.72855 1.63056 24.287 1.30061 60.7448 31.4834 25.7707 28.6811 16.5077 38.2188 53.2713 4.09333 18.9334 21.0764 4.49999 28.7594 21.589 3.26622 2.1344 14.9409 16.3993 0.0752559
"668" 4621.12 9.53121 14.8178 4.00731 22.9378 19.8888 65.2114 32.9534 26.1323 7.78047 12.3773 38.9924 37.3256 14.2927 26.1053 2.28983 11.092 46.2245 6.21379 19.9862 34.7843 1.89063 0.0247851
"4893" 4579.16 3.05443 26.7175 12.9696 14.2551 57.5581 33.7815 30.8298 22.0117 52.7478 9.76398 11.7753 16.6035 4.29285 47.7588 16.8808 15.3121 5.35135 34.9583 16.0952 11.8624 28.2288 0.00600568
"6520" 4567.91 0.640849 34.0765 10.2822 15.7002 53.1147 46.9964 32.433 14.577 8.05226 35.631 42.1566 13.8724 25.664 7.4367 9.72652 13.9304 37.4922 15.9504 7.56689 10.7029 8.43243 0.00579816
"6707" 4574.55 14.2221 2.78569 25.761 15.6811 55.8534 27.6919 49.1315 13.6568 23.4203 15.6526 11.9123 47.333 7.03559 26.5796 15.0955 7.96108 11.6083 46.626 11.7316 1.42809 6.66366 0.00228833
"4013" 4568.56 21.1405 12.8045 12.8982 11.3307 9.26367 108.62 10.7286 13.0856 14.5038 43.7761 29.5005 4.54828 5.70843 47.7307 18.2973 8.88543 30.3831 13.8852 9.71627 5.61667 27.1892 0.0586979
"1108" 4539.26 9.51479 10.5796 13.9245 32.7644 30.1583 51.2912 40.2381 29.3883 3.91414 19.406 8.12692 70.8362 18.0515 13.1415 11.3739 35.2367 16.0115 18.1634 30.1501 9.19857 2.70426 0.0249135
"3777" 4624.35 4.55892 24.4049 6.49146 5.69471 28.1814 67.0663 31.9512 28.5111 10.1318 34.0979 40.8145 7.3306 21.6907 22.0997 13.8909 19.8537 10.3576 4.60113 9.93616 32.172 29.8197 0.138876
"6086" 4539.05 18.6503 10.4706 16.8078 9.82084 60.5288 28.0125 35.5133 17.1392 0.521416 43.6998 53.5924 3.63076 12.0507 38.6025 21.6167 7.96735 7.87544 7.33002 20.4952 10.8873 66.4501 0.139941
"5389" 4480.97 29.8512 31.451 2.07072 12.7467 25.6321 84.4447 9.64966 28.7563 11.343 16.5664 54.2115 29.1873 17.3293 5.14225 17.1624 20.5581 26.4234 11.1431 7.47695 49.4802 7.63266 0.0352316
"3235" 4615.94 11.5012 11.3595 15.204 12.9172 4.7753 99.2596 18.807 20.5496 15.1723 36.3294 41.5226 21.212 6.13432 20.7352 10.4365 16.2991 0.689403 29.7245 32.8502 13.0018 21.7951 0.0588183
"5050" 4704.09 4.19043 5.86953 8.33862 15.2419 29.1344 47.8172 36.993 35.9889 10.6616 41.8159 10.6976 47.8401 8.35966 13.5459 12.7418 18.3931 16.8692 29.3112 16.6079 5.34894 5.99592 0.000217828
"2717" 4572.51 8.21422 5.13882 27.295 29.7255 65.1612 18.713 26.9754 3.98717 44.6966 26.047 23.2007 16.9138 30.583 14.4285 14.7928 16.1044 27.0164 7.46047 11.1839 17.5993 4.09256 0.0169649
"2765" 4587.16 21.9872 6.68029 14.9551 23.0439 56.1678 22.548 33.1604 32.9906 21.0796 20.8536 31.7581 15.8935 20.0207 17.648 8.38343 4.22758 43.1481 8.18372 29.8687 8.58324 14.1277 0.00961202
"4843" 4531.15 5.76237 17.0074 15.2447 24.984 53.1661 60.6253 8.96211 35.4049 2.43455 42.1652 29.0543 30.6682 2.85587 20.1653 6.81618 5.48334 32.3231 3.07855 7.5686 8.34659 9.95337 0.0435936
"5129" 4551.07 5.55629 7.40665 20.4366 45.7696 16.8761 85.5927 15.7733 11.0878 6.9695 51.0689 27.1587 16.7056 20.7736 13.1509 4.51273 12.3958 21.1575 21.3325 37.1872 18.6344 22.4101 0.0196363
"5770" 4688.1 11.7959 3.50105 4.90501 28.7618 53.2693 37.2888 17.0698 27.2005 15.8227 39.0956 13.6873 22.1806 27.3374 14.3588 18.6935 11.6188 8.51926 35.8166 1.48081 15.3229 5.47438 0.0120794
"6198" 4495.77 5.11478 12.751 5.92374 48.0862 61.9541 11.8865 59.4456 3.75626 19.6627 30.7697 47.9175 10.4324 17.3913 18.0715 27.3137 7.3101 35.173 0.251069 7.40955 25.4349 6.98073 0.308234
"2965" 4570.73 10.471 24.1978 8.6291 14.8664 48.9359 43.192 33.9448 27.5161 5.79355 12.7151 60.8948 22.7977 4.42189 19.1102 23.8812 5.52211 11.8045 15.5389 25.7456 1.62527 22.7908 0.0704003
"1997" 4529.29 25.0466 7.01232 24.8964 10.9664 48.776 50.895 28.6441 8.2542 25.6917 32.777 14.4176 27.6039 33.2238 10.1931 31.995 11.2397 9.79307 4.13656 10.6675 31.1577 4.07815 0.0958393
"6588" 4595.88 9.7396 3.9304 5.10205 41.4292 58.0782 15.8525 44.8785 10.0479 28.2429 20.9801 42.293 15.4149 28.3846 13.1381 17.9906 1.91734 50.9422 11.6639 2.35693 8.51978 15.5152 0.0112837
"5276" 4494.32 50.291 0.733173 8.1483 10.0231 52.9622 56.5905 21.7762 20.4659 8.58442 42.3687 28.2104 4.51326 28.0851 29.4328 6.49088 9.47512 21.9852 11.2021 43.6932 17.2082 30.983 0.0182024
"1014" 4566.88 10.0097 12.5911 3.05691 29.8979 76.8946 8.75746 54.4566 4.22176 13.484 34.0397 15.2657 19.1603 42.5067 14.9275 19.6483 9.53634 33.8964 7.24683 4.9613 18.1213 29.5878 0.0852189
"5378" 4616.47 14.4854 11.6003 11.1489 6.79909 40.0162 82.5946 8.97158 25.7035 4.22423 26.1683 14.5456 54.6343 23.8887 10.3964 4.36792 11.4775 12.9841 58.0477 3.39797 4.20145 7.4058 0.021789
"6295" 4672.38 2.30654 6.60067 15.7017 10.3548 65.3844 26.7005 38.9826 28.1707 13.4192 16.5235 48.1316 3.04063 23.0241 22.0512 13.7033 47.2109 6.08567 13.4808 4.82645 4.09303 88.9061 0.0357128
"5458" 4684.71 14.5154 3.19979 1.70135 9.52642 58.3553 44.2273 28.5691 19.2561 14.594 42.9189 9.97604 26.2976 27.9226 21.2893 2.48428 20.5788 21.001 7.44612 27.1715 52.0576 8.11098 0.0364536
