"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23"
"961" 4624.24 8.24171 24.9949 0.528867 15.6617 15.8024 60.5 47.4338 12.3533 11.8817 53.9354 13.5625 18.9051 14.3225 26.7382 29.9987 7.00741 1.26594 23.8841 22.6471 13.7191 17.9695 0.209597
"6034" 4518.73 18.1904 13.5489 26.2756 7.59664 47.3408 65.0372 25.1719 11.8478 17.1796 41.2253 12.8834 17.7046 29.5454 23.3029 13.5768 6.58861 25.2463 11.6837 7.28377 32.262 25.1662 0.000134005
"4460" 4429.35 17.2205 39.9031 7.02943 20.9807 40.2197 74.1219 6.99728 36.975 3.0747 7.61043 51.9331 13.5642 22.68 26.8871 5.94476 6.80334 37.8553 15.152 1.39074 19.8921 39.9393 0.0441528
"1826" 4512.86 21.0301 26.0011 4.91294 23.9619 71.4473 2.30146 35.782 20.2875 21.1525 38.0613 34.3726 18.7859 10.2085 28.7883 12.5469 1.35916 23.9407 7.98811 12.8395 62.2672 6.50052 0.0101929
"5173" 4544.36 25.6242 15.9859 13.1585 3.60722 43.1069 37.5007 38.8076 34.5908 11.4254 48.2216 10.9471 19.4432 15.1475 21.935 23.9827 8.65574 32.9146 24.7847 5.83251 5.80248 11.5335 0.226479
"2708" 4582.53 0.909044 4.63232 7.06338 24.571 71.6243 24.2109 43.1051 17.8197 28.2425 19.9604 33.4419 27.7028 6.0525 28.0826 7.6049 37.3873 2.96577 3.54937 8.34372 20.4397 9.33416 0.299138
"527" 4457.55 3.92127 29.9692 10.3695 34.7021 53.5972 53.7975 11.7119 18.5089 33.2623 25.6641 17.5486 7.9933 17.3112 51.042 0.882262 27.2593 21.4246 2.32763 21.1787 24.4623 31.3929 0.00819539
"2345" 4434.79 31.6106 6.59889 22.2293 32.1374 6.82766 75.4349 37.3968 24.3217 10.122 13.249 46.784 4.36347 16.9253 46.3188 10.2001 29.9961 11.7081 5.57372 17.7473 23.51 7.07585 0.126296
"5781" 4690.32 6.86572 0.378683 9.79216 29.5495 56.3759 18.723 27.7294 30.4535 11.2081 40.0189 30.2617 22.3987 31.1098 2.5111 25.1573 4.19727 33.5491 9.10424 18.3761 12.0149 16.2107 0.0385471
"4786" 4647.74 4.75116 9.32244 10.2797 48.4805 41.8526 15.7107 33.6737 22.9334 7.97324 48.9337 10.7332 23.4348 19.8322 17.3677 24.7993 29.9698 0.950809 25.1984 16.4866 2.30518 1.50807 0.0706819
"2661" 4611.61 5.04284 15.1598 16.0592 6.82046 56.3887 38.1441 24.8516 30.5266 21.5526 39.3404 11.9073 35.1315 11.4358 21.5754 5.44289 24.7146 16.3738 7.0119 23.2818 3.91115 17.7451 0.0630763
"5753" 4638.09 1.9176 30.1428 0.555668 13.4264 58.6635 51.0968 13.0525 19.6357 6.13285 61.1758 3.54637 18.0655 36.7412 19.9236 13.2381 11.4067 13.893 0.179713 21.8917 21.8661 38.2953 0.054746
"6211" 4439.23 16.4446 11.7447 19.9987 48.569 59.6042 20.9684 28.7923 23.4976 17.6752 22.7223 39.9956 3.83516 13.313 44.2576 5.60743 24.4515 25.7482 6.59882 8.78863 21.118 10.9842 0.00156387
"520" 4453.54 5.69195 27.7418 5.64794 34.7183 29.2416 80.2122 11.2102 40.396 14.8328 33.3298 8.43272 29.4571 26.2239 14.0908 12.7073 12.6216 2.84816 28.3007 18.187 13.3914 11.8428 0.138561
"5011" 4684.42 6.44609 9.78109 0.513191 14.64 48.9625 46.022 3.8672 31.4767 22.1828 31.315 52.0622 15.1467 24.8459 13.8024 2.16878 6.93327 30.623 21.237 6.9241 22.6769 18.1844 0.120314
"4144" 4639.33 0.816498 1.34259 11.5145 27.3337 28.9971 58.2704 41.444 6.14109 37.3277 39.6123 7.97287 32.0597 21.72 16.7122 6.74021 15.9915 23.7854 22.6235 19.793 35.9154 7.86669 0.061159
"6697" 4597.03 11.3569 18.5985 6.38901 15.4401 50.7703 51.7448 15.9556 19.7128 33.7615 28.8461 24.3566 16.3014 17.4023 21.9864 21.7412 9.79589 21.6674 18.1602 18.7715 5.94589 10.1245 0.157505
"512" 4535.31 15.9394 27.7935 2.33082 39.0921 21.4907 63.6103 13.5598 34.4533 4.24945 37.2448 18.4946 28.0851 29.4247 12.1236 20.5331 2.77524 5.1407 20.2299 44.7184 6.28489 11.9814 0.0142331
"3567" 4576.18 21.8587 9.26863 23.5759 6.82068 60.0169 21.5607 34.3638 35.2662 1.96225 49.5986 3.15417 15.4847 4.84943 49.3546 18.3767 12.2919 6.74523 11.3676 7.70122 24.9933 40.7371 0.0128482
"2886" 4448.96 5.40017 7.89963 10.1375 25.7214 69.1749 17.8388 61.693 10.7466 20.7649 26.0822 26.9376 37.5678 33.9014 2.29641 6.14085 8.98438 27.7586 10.5273 17.5959 1.97179 7.78075 0.459934
"1631" 4617.26 22.2665 7.12895 10.6191 6.22899 77.15 17.0884 31.7243 25.0104 5.36673 37.4952 31.8994 8.99709 7.79057 47.6021 0.426509 8.52329 21.5824 38.6817 8.89409 3.88748 4.94548 0.0181731
"5139" 4531.1 1.27011 7.89239 26.5404 28.4548 32.204 83.7652 7.10371 21.8706 14.519 46.5733 15.4477 15.0824 7.16932 47.9284 7.30783 12.7405 7.60698 23.6707 20.6975 11.7523 13.828 0.0658744
"2970" 4580.98 1.148 27.6277 12.9292 9.59929 60.9343 36.9082 21.244 27.8094 15.777 24.3795 39.7808 33.3556 2.41492 14.9271 37.1301 2.78626 23.0884 17.7782 23.2776 4.47306 21.9907 0.0789712
"3241" 4626.98 15.8273 12.8399 4.39961 10.9668 21.4952 92.5974 13.2092 17.723 26.2446 34.6659 27.4874 9.08402 13.0713 32.5846 10.4923 26.4991 9.97858 21.2427 15.2878 11.471 12.5308 0.031623
"6742" 4630.06 3.14105 11.9955 12.5113 26.9694 47.3876 22.3113 52.3418 12.2128 20.77 28.4141 41.1627 8.15783 22.6245 23.0459 12.4142 14.4802 46.0111 4.2338 16.4441 35.243 0.642322 0.167256
"2433" 4520.21 13.1476 25.4117 15.7155 13.8115 63.0703 27.3377 12.5713 46.6953 20.7221 13.3134 30.8212 44.1181 10.5515 18.5325 6.17854 6.54955 28.3178 27.0528 3.24717 23.9201 6.07737 0.011151
"5371" 4487.91 17.3708 28.7557 19.3134 22.1859 30.4386 56.1823 25.542 19.3742 6.2196 51.0397 24.9066 9.82487 28.887 6.22897 18.8357 46.437 1.91188 13.3386 9.1424 23.4159 7.34556 0.00574385
"2275" 4579.72 2.47846 6.61071 7.36741 49.6049 17.4455 87.4289 7.92286 1.54257 50.5798 9.97537 30.1245 25.0756 9.98217 38.1916 0.6165 6.11895 11.14 36.2639 12.6821 15.0816 11.5446 0.00212456
"853" 4557.62 14.8708 12.4818 23.509 5.10948 62.8058 44.8462 25.381 4.18854 31.5091 38.2934 21.6587 12.7166 11.3747 36.3307 8.33319 21.1786 4.48376 12.4308 19.8482 36.9297 17.3483 0.042594
"2767" 4589.27 17.5114 6.68029 12.7054 29.5273 54.6466 23.0802 37.8488 25.4114 21.8282 14.4893 27.3086 19.5876 33.9797 17.8667 2.90751 10.7449 22.4572 7.9212 47.1289 7.41908 16.8045 0.056443
"6113" 4439.95 32.2285 24.4601 18.0896 16.7942 67.1956 16.4206 36.7547 15.6339 13.6783 55.1722 6.12695 19.8309 36.1055 11.5581 0.924686 43.8491 5.14953 14.3374 10.6929 15.9365 7.63841 0.249736
"1849" 4658.86 7.07057 0.981683 20.6704 10.1195 77.4205 7.86994 42.9789 19.411 22.0459 33.7103 11.3691 41.1531 13.189 1.16258 37.2578 3.49437 4.47248 41.8277 16.4922 6.06167 16.7638 0.00617118
"1815" 4546.4 12.5969 20.4467 19.3587 6.20661 81.3026 8.9677 27.0107 31.3512 3.33506 36.1925 46.5393 4.23262 32.7823 19.1391 12.2035 26.7211 24.8909 11.0058 18.2617 3.50585 3.53669 0.0178026
"1241" 4530.02 5.03338 40.9274 4.47817 10.4566 55.0344 36.8863 14.2635 38.1691 16.4082 43.7969 9.16145 29.337 31.7059 13.2951 15.5609 0.81794 33.8356 30.683 7.0622 6.61302 62.8235 0.0777059
"6599" 4602.62 26.1256 8.69107 7.54488 27.128 57.464 8.29895 48.2988 10.6839 28.8287 23.0386 34.0366 4.89783 33.5513 12.6982 11.7585 4.69167 16.0492 18.0021 14.4107 21.564 25.264 0.0127296
"6561" 4635.31 18.5527 5.96833 3.56081 29.0936 57.1341 15.7295 43.26 21.7512 25.7856 24.568 22.3096 12.0141 30.6727 22.8649 7.3113 9.21016 5.64309 23.6363 7.97301 2.07449 8.53905 0.038456
"762" 4611.83 8.86006 14.5615 18.6683 4.64447 46.0527 76.4001 1.98065 18.7941 31.5255 30.5411 29.1428 11.919 24.3642 4.07133 31.0926 6.81661 21.639 29.0294 53.2267 3.88577 14.94 0.000485544
"3689" 4549.12 15.8471 17.2587 17.5244 10.0366 49.3973 41.9444 33.529 4.78663 72.0252 0.23307 17.3167 36.253 16.7054 14.9507 12.4208 30.0851 2.55887 6.96831 35.7474 8.00389 10.8912 0.0516683
"5244" 4619.11 12.9528 12.4339 4.67514 38.2542 26.0782 43.1928 33.0836 32.4637 2.11809 34.3824 26.6614 38.6636 8.66141 19.303 21.2692 12.359 10.1005 8.39506 31.9297 28.3657 17.3359 0.0468664
"3016" 4564.24 27.249 11.6248 3.60483 16.5089 68.1651 26.8427 48.851 3.14718 19.2684 23.0542 27.789 17.868 6.15782 58.3211 3.14917 12.14 14.8758 3.71608 14.6735 6.51018 7.83894 0.148048
"2128" 4531.15 29.1815 15.5679 9.17654 19.3688 6.96264 77.3751 23.8547 50.4465 6.74084 28.9914 22.2316 11.896 36.8954 12.4696 19.3499 20.9848 10.9494 9.74359 5.77265 11.5072 5.67207 0.26167
"3892" 4536.94 3.5123 1.03827 20.3167 33.4534 28.44 73.5778 17.401 56.3798 1.12049 31.1744 21.98 19.8 6.09175 37.1932 3.17915 7.663 12.6142 12.9911 10.0298 13.3965 27.7246 0.0595661
"3511" 4564.15 3.51548 24.6109 21.1218 4.47008 78.6498 5.01062 51.1202 17.738 28.185 16.6068 29.1684 41.239 6.91306 14.017 17.5469 1.95879 6.81106 20.1433 20.409 29.5967 13.2422 0.0486934
"6336" 4637.13 2.31311 5.05391 21.8049 21.1022 63.1407 16.9655 51.3835 7.61231 13.333 43.0722 14.6221 25.054 1.81581 45.8857 9.66315 16.6325 6.83168 6.92272 13.3138 13.1284 5.24064 0.103785
"6636" 4525.91 7.21911 23.892 2.27711 37.33 81.4653 29.109 8.04467 20.2145 24.0138 20.9712 44.8616 7.35627 13.6454 30.3933 13.2073 1.90203 3.7846 14.0613 3.05907 87.8796 53.0279 0.00473933
"5537" 4496.97 8.62559 6.26222 9.01753 47.1515 50.3108 46.0938 25.123 21.0722 15.7926 15.5983 18.9757 65.0993 9.22579 23.1793 3.35788 8.45499 29.179 15.7949 1.9837 18.9802 24.2894 0.023557
"4007" 4578.39 19.9259 9.2658 14.5805 10.8171 38.4017 77.4202 20.0876 18.746 6.97985 37.4051 24.0794 16.7097 5.16097 43.0885 6.76233 43.17 17.558 14.2739 2.06038 10.0735 2.7596 0.00922988
"650" 4560.41 3.71911 4.15928 11.4946 40.9079 40.1979 76.6389 9.6154 14.3852 12.7342 7.59627 49.6294 19.0217 21.609 45.6239 3.42784 6.85536 2.31679 28.5437 6.23038 20.0699 19.5781 0.0219995
"4943" 4674.71 0.802296 13.9309 11.1828 4.09301 45.4171 74.5511 2.38757 39.5705 12.5662 17.5886 23.8604 28.6461 11.6754 32.0722 2.01242 19.0064 12.415 14.4716 28.9819 6.93772 18.552 0.113652
"3300" 4555.75 7.9373 16.3171 1.35105 20.1134 50.4205 43.5098 36.3758 32.4785 2.50015 15.8587 69.398 2.73337 30.1871 17.7931 8.49299 33.1727 3.0025 10.0558 1.43185 24.5619 65.9081 0.290856
"6112" 4442.01 32.2285 25.9062 18.0896 16.7942 70.0186 10.5737 40.4441 15.6339 13.6783 48.7667 6.12695 25.1826 34.2803 14.4655 8.85918 45.0577 5.14953 16.8828 9.57639 24.7418 1.04107 0.09777
"5688" 4521.61 18.6886 8.58834 10.9963 16.0027 78.1682 31.785 31.8751 19.6284 19.8812 32.697 11.5213 14.9709 17.2677 48.3075 5.18527 10.6186 15.3801 10.7843 13.6716 36.6608 6.53948 0.125824
"1244" 4514.73 6.60162 43.2654 8.01491 8.97113 52.3971 36.8863 25.358 40.6051 1.55233 51.7903 2.57405 29.337 34.5323 10.9922 10.3445 3.65433 3.48331 57.606 9.42515 5.41332 46.9078 0.0425671
"4281" 4449.36 38.8873 19.0967 13.6436 23.94 7.52804 67.3389 30.1842 42.528 6.26296 52.787 7.66805 15.4716 19.5224 16.5023 17.2755 8.67642 2.5149 15.5401 9.01153 47.5023 8.61667 0.0600541
"1571" 4510.93 1.42593 6.06841 6.94503 56.3307 9.40124 74.9694 14.2227 50.065 9.35968 36.0381 25.7976 22.0419 24.0563 14.4426 13.2863 15.3618 27.3059 3.24335 9.40057 11.5812 7.68717 0.240798
"2991" 4500.73 14.1038 30.5866 15.2283 6.58157 58.653 28.957 31.5841 48.7123 7.02128 26.4459 23.4807 19.9212 8.21121 40.8298 5.06995 20.9455 26.7026 12.7624 19.7506 13.9019 18.2154 0.00657123
"1116" 4550.89 8.3779 15.7638 6.51586 26.0005 12.6416 84.0663 34.0323 13.2415 12.0809 43.9641 18.4179 28.9406 31.1269 15.7235 0.32901 7.56184 24.1485 0.755172 47.8331 16.3171 57.5319 0.116347
"509" 4546.63 16.5232 28.3715 0.394491 40.7465 15.3021 65.4433 15.1762 21.5743 8.74878 41.2434 21.3857 31.2698 27.2784 12.1236 18.0608 20.1982 6.23579 1.97702 15.1545 12.1203 34.0171 0.153048
"3655" 4612.56 19.9419 4.93514 15.5443 0.714971 46.2319 36.8198 39.9889 34.5863 8.75895 7.05677 25.0972 49.6024 33.7319 8.99015 20.2986 7.40476 49.7479 17.8467 29.3829 11.6559 5.293 0.27939
"5546" 4528.8 6.94498 11.6431 10.6339 52.023 45.9101 41.5069 28.0361 7.10042 18.859 46.0207 24.239 27.5423 11.8703 11.1599 20.5972 36.7629 3.42814 18.0699 5.73839 8.2477 21.9743 0.0203649
"2683" 4528.72 13.6798 27.0103 16.4634 11.0982 71.5872 17.8202 21.8429 31.3084 27.1542 8.72624 51.6658 26.8558 16.5035 12.2994 4.63307 21.2815 31.3782 7.56759 7.10323 17.2741 4.28368 0.049364
"2735" 4536.01 24.8218 11.6948 7.80821 38.2485 15.8739 49.4795 53.8407 5.3987 29.1328 24.7409 12.9322 42.8002 7.04136 26.5399 5.60943 9.45986 7.65368 15.6904 5.25983 8.68247 13.8697 0.011421
"5400" 4567.74 4.22901 30.6386 11.5717 16.8816 41.5566 52.6897 31.3213 9.7472 16.0237 22.9015 51.7103 0.441038 22.3487 26.7409 30.2269 27.1797 25.4016 3.94941 22.9274 24.3384 10.3922 0.00177118
"6586" 4595.88 16.3723 1.91752 3.46234 41.7307 58.4344 24.5758 32.3792 10.0479 29.5369 27.056 42.293 17.1847 22.9506 9.31977 11.8094 5.48029 6.03075 26.9134 2.47154 18.6573 25.0526 0.00183658
"2646" 4531.77 15.3142 14.8808 16.1025 19.3516 64.4513 37.2817 17.0374 35.3671 44.7522 0.874583 18.8336 26.6042 7.48499 34.5667 3.69625 7.78219 1.42898 33.0057 26.4325 25.4192 4.80953 0.040526
"3108" 4591.47 2.89809 15.4402 17.9593 33.382 38.1031 27.5023 28.2476 36.4641 5.30783 45.5842 24.5994 7.58564 43.8924 9.80214 6.34963 23.3693 4.85421 19.732 29.176 15.5623 7.80522 0.0777867
"5699" 4524.45 27.3742 16.6598 9.43066 20.957 61.0716 26.0642 27.7231 24.3066 10.4969 28.4821 35.7762 24.6224 17.8602 23.6076 9.69916 18.9989 16.5725 17.5603 12.7379 20.1628 6.57625 0.00287318
"1469" 4537.46 19.4225 4.38513 11.2455 32.8205 52.0429 52.348 23.8548 15.6025 14.3545 6.15782 43.1718 33.537 22.4624 19.2286 15.3355 20.0917 26.8466 40.0607 8.86782 7.75758 36.0529 0.0168553
"166" 4617.21 3.24073 27.9423 10.4484 7.32036 71.7674 26.5363 20.7113 18.1222 36.8107 30.5592 4.94797 43.3968 10.0217 23.8223 14.9105 8.72054 2.71262 9.11867 3.55507 31.6222 8.33211 0.000361693
"1747" 4495.8 14.6089 10.1523 35.0916 27.4468 71.42 0.925688 32.4706 6.07382 16.4643 47.4996 34.6774 17.3967 27.716 11.8027 23.6313 11.4254 15.1074 17.1767 2.04021 22.5895 9.27169 0.00108267
"1759" 4486.89 28.5537 6.87256 29.7439 40.2099 47.1869 10.0901 39.4354 29.7858 2.58241 40.9586 27.7467 17.5661 26.624 16.3489 8.98211 1.76853 18.2076 6.6868 34.9345 19.2195 30.3684 0.0286132
"594" 4448.85 29.2663 18.1178 25.3297 22.1886 6.51403 68.9074 32.2701 22.7597 8.30762 56.5372 4.82185 12.6171 45.4468 8.96796 24.7573 15.8209 0.247252 26.3697 16.7651 63.2941 5.18101 0.0436152
"3664" 4521.7 40.1599 5.48106 10.42 6.18175 61.3488 33.5504 30.7897 2.52677 38.8187 6.45357 62.9553 3.41393 29.332 17.2066 10.1267 50.6159 19.3498 11.0597 15.7365 0.333291 11.6301 0.182626
"5856" 4473.42 24.0985 19.3088 24.5102 6.79144 9.13995 84.9402 24.67 55.4677 3.23893 11.1763 50.1546 2.39551 16.0759 20.7353 35.5272 4.22144 7.79836 11.6552 7.20606 35.2363 6.3334 0.0299448
"5889" 4477.74 16.2867 4.28721 10.0997 47.7396 58.5052 45.8598 29.6068 10.1732 7.15547 50.7685 17.3334 23.4993 10.1996 32.1444 13.9102 13.1602 35.8597 15.1834 7.73457 7.66517 3.68787 0.0100446
"2718" 4571.83 8.21422 5.13882 27.295 31.2551 65.1612 18.713 26.0911 3.98717 44.6966 26.047 23.2007 17.022 30.7675 14.8471 14.7928 16.338 2.72339 2.12507 20.9625 36.5995 34.5891 0.0148277
"3471" 4549.22 6.57752 37.5909 7.87511 5.15446 61.6359 54.2361 26.6777 5.64978 18.2645 8.25674 35.7434 17.1629 21.2955 39.8902 4.32692 10.3512 11.2097 18.6092 30.4201 7.30358 8.1329 0.0337666
"4584" 4593.87 20.8234 3.84469 18.8536 3.39819 66.1201 34.0682 13.4573 25.6552 35.5803 23.8579 39.3714 13.4283 7.97552 39.8794 2.61518 24.657 35.6082 38.5751 8.43908 4.4749 5.6784 0.184635
"257" 4727.78 6.25426 6.34732 3.22865 1.17722 66.5482 34.611 1.15931 59.7745 2.80341 62.8372 8.68453 2.24836 6.24119 52.3206 3.23935 25.9001 4.97169 22.3023 1.2639 20.8472 5.98708 0.0977011
"2147" 4634.78 12.1137 13.8142 6.9241 11.8953 8.85635 75.2938 48.4683 5.78921 15.1176 25.6948 37.0104 18.1061 31.9831 14.2341 16.2044 10.1656 10.5365 15.908 11.0458 17.2839 20.5137 0.032541
"1750" 4531.59 15.9042 10.4565 32.7203 14.8913 68.1147 5.90686 53.6837 19.8218 13.621 35.2664 12.7507 17.3967 8.95148 43.1457 16.7924 6.05439 4.53237 5.04983 53.931 4.8671 4.81383 0.141349
"6183" 4543.73 11.3755 11.1768 3.9858 36.9657 67.1789 7.80569 48.3832 29.3108 6.39113 52.0813 16.98 13.3948 23.0536 1.55193 31.2756 17.1078 15.7462 5.17136 23.5741 8.24865 1.55033 0.0779577
"4513" 4479.58 10.2115 39.3698 11.976 17.071 70.6767 19.0271 12.2011 37.1667 12.0593 38.2713 38.0367 2.97483 22.4753 33.5809 2.93539 5.63017 10.6503 22.5964 33.7261 1.7644 13.2542 0.0374801
"4485" 4555.32 8.99526 31.6361 11.139 6.47452 65.7563 37.2011 25.2047 20.0594 8.97052 38.2898 42.3473 3.84611 7.97737 44.4515 10.7036 21.495 15.0997 18.9046 4.56644 26.4812 41.0122 0.000735331
"4287" 4453.5 5.92672 18.0345 22.9936 27.1467 28.5962 65.9719 22.1114 33.82 9.42681 37.952 22.9228 32.5093 28.679 2.01631 17.3664 16.5109 38.0616 9.20247 13.0906 21.1194 11.1677 0.29644
"2747" 4462.89 33.0505 3.35618 27.9884 14.6507 33.5505 65.2055 20.84 40.0609 9.52346 26.559 29.624 39.3573 4.90205 22.3035 4.50512 13.3598 12.9184 15.4458 29.4201 25.8657 13.1995 0.163159
"6557" 4628.99 24.6295 3.99659 3.2151 23.7785 70.3818 3.95612 40.3963 8.4778 43.9499 24.6658 22.1383 0.142508 33.667 29.6693 15.6062 32.6157 51.3109 30.2143 7.95471 3.08143 24.2989 0.00880627
"5792" 4704.06 5.56099 14.5934 1.06542 5.70836 62.4262 31.5748 29.335 23.8784 10.0469 45.5895 35.6764 9.18816 22.8174 19.012 9.50373 6.50177 36.2916 2.4209 18.4951 7.77488 13.2491 0.00526918
"4656" 4669.03 9.82498 12.2983 4.70857 12.309 45.6661 45.318 34.1845 26.879 4.64481 41.679 32.6977 11.1664 0.181056 41.9017 12.7113 28.9848 8.95652 14.965 17.8736 5.19176 24.6779 0.026301
"1406" 4581.34 8.53362 4.59454 32.8771 4.64847 28.9591 74.8706 16.326 29.0192 4.91234 21.6403 4.81693 77.504 15.947 1.61642 29.4995 29.8536 1.73619 11.9212 25.8041 9.31103 20.079 0.235398
"426" 4541.69 5.93126 34.4484 9.73806 13.8645 46.9936 47.7558 13.5264 33.0491 12.1651 13.3097 71.1984 6.50497 2.70679 39.5138 3.13035 3.24548 12.3817 12.492 28.9914 26.8871 37.2488 0.0456697
"3932" 4608.86 6.65018 27.023 10.3388 3.06244 34.4648 54.6592 31.6095 13.7116 25.008 50.5682 8.89184 0.673176 32.093 37.3155 1.94203 3.38112 4.44159 15.5387 10.3729 68.3888 11.9066 0.0273834
"2470" 4524.71 26.4827 19.4422 9.67328 4.42775 43.7383 50.8803 33.3544 27.222 2.30358 40.4654 20.1052 30.2715 19.4118 24.5216 12.5372 23.5812 5.70451 15.4298 0.552954 18.2789 11.03 0.0943463
"5100" 4626.44 3.04642 25.3773 5.73307 4.7093 35.174 75.2825 35.2038 4.48324 1.90083 62.2785 1.77102 32.8633 12.9866 27.1107 22.3395 11.2476 31.1575 3.0324 10.7532 6.62782 44.927 0.0610984
"3997" 4602.61 9.28049 8.70182 10.4706 2.36606 16.949 101.067 1.34475 30.16 20.2178 32.6721 27.8561 10.9124 17.6377 47.9693 13.8901 3.14447 26.6859 4.97377 16.0837 11.9042 30.3844 0.532906
"6065" 4463.68 51.4373 6.03948 15.2497 1.96665 68.7124 28.6122 22.2065 30.7673 39.8712 18.675 23.53 11.13 40.6885 10.5997 7.29614 44.1239 3.03232 16.2355 25.3381 16.2402 35.123 0.134113
"6757" 4679.93 8.12895 1.47955 13.8395 11.0713 22.885 69.13 32.9969 23.1164 8.97859 16.007 27.4936 23.4325 27.2885 36.5428 4.25124 4.70797 12.8791 5.46554 8.64797 10.0582 51.4131 0.0519888
"1423" 4550.4 5.80497 3.33471 29.0208 17.9268 28.8088 80.2909 5.12154 41.0427 7.21334 20.0059 27.4035 42.0568 17.2499 29.1618 14.5302 6.89205 6.50768 48.3212 3.13551 18.6793 2.7019 0.156237
"2620" 4556.67 4.60992 35.5023 1.35581 30.5344 62.9094 11.4322 43.9972 9.69185 29.6652 2.15085 46.3587 14.8681 22.225 31.0723 16.341 0.497187 29.3631 28.3915 3.26843 6.40224 44.7139 0.141833
"6453" 4548.8 27.1741 7.67284 20.3183 5.06162 46.3529 48.7351 20.8967 38.6392 6.25808 48.7198 11.4457 17.5934 21.2153 29.6862 9.9385 24.2559 5.32379 14.4981 7.46752 32.6163 36.9836 0.0138436
"5202" 4607.14 12.6604 14.9115 7.42744 31.9381 38.0551 61.7602 0.979714 27.0632 9.16658 36.1102 26.4345 20.6284 33.292 15.3543 21.4169 11.9339 36.8565 3.15125 9.78461 6.6122 15.8844 0.065774
"6722" 4541.44 11.7868 7.87994 22.0199 23.8011 46.1453 43.3442 43.4192 10.3711 27.3001 23.9137 18.7869 30.1129 5.55824 36.4224 23.9781 16.8848 9.70141 21.2009 2.14849 3.18832 50.9003 0.0578439
"6850" 4432.91 12.1626 10.5672 4.89971 73.7049 24.9995 37.8209 42.5978 13.0377 3.0538 53.5097 28.4664 14.2179 19.889 14.9705 34.6099 16.1411 21.7608 2.38827 15.17 19.961 40.969 0.229284
"4453" 4477.54 5.26852 47.3649 3.86729 25.0856 50.0553 61.8294 10.0206 29.0843 2.53698 28.4331 48.3797 17.0182 21.7158 5.8605 13.6929 20.4129 13.7063 19.8378 11.8042 0.924008 65.474 0.267475
"2343" 4442.98 22.5986 3.09926 23.9866 43.2217 5.77599 72.5199 34.7614 37.7084 6.88815 10.1559 50.0856 27.5345 15.1542 12.195 13.0586 20.9849 27.7128 26.9275 2.53078 36.4922 8.1127 0.10234
"4856" 4678.43 4.95836 9.16201 3.89644 32.7821 52.0421 45.2588 14.1197 19.5505 10.6714 11.9718 67.6005 9.2443 26.6582 15.5195 6.9552 39.0409 5.48192 8.89749 9.07568 25.0227 14.2495 0.020424
"891" 4435.67 4.52443 9.30741 36.2872 29.8169 70.9227 35.6328 12.9698 31.4857 11.0481 53.1677 1.38853 33.568 25.8157 12.4886 5.4509 21.3299 8.60059 18.3674 20.213 16.7591 18.203 0.045951
"2815" 4525.26 17.5026 20.8247 17.9528 10.1211 54.2154 55.5087 5.26703 14.7765 10.8533 53.5043 34.2801 12.3072 27.1884 18.992 2.30405 33.461 4.61376 5.43814 15.5784 3.46952 19.4847 0.0125015
"5516" 4562.56 4.70742 12.7116 8.08489 38.5335 15.3086 68.4142 13.979 38.798 54.5031 4.43403 14.631 12.4696 17.0679 27.4083 25.1844 26.9614 21.2602 7.7354 18.2093 17.2033 0.81807 0.0269996
"783" 4643.85 8.54022 18.4794 3.73316 8.80844 61.4642 49.8598 35.764 8.09401 10.7011 35.3891 30.2986 6.67095 19.1695 32.8971 4.71029 13.9294 19.665 23.6689 9.4184 12.1497 19.5695 0.0596563
"6656" 4540.94 5.74968 11.8849 2.18147 31.816 69.7259 56.0145 10.9706 19.783 6.12198 63.876 12.7675 17.1599 16.7499 21.8149 28.8303 3.45542 23.2588 32.5181 25.327 22.9955 1.47429 0.105338
"4498" 4512.56 9.27356 40.7303 0.484201 19.1365 64.6865 40.4772 8.53398 28.1455 11.8816 28.1005 43.1826 10.5992 39.8543 8.52884 7.06877 4.86581 21.9885 7.59576 42.2855 4.84208 3.19004 0.0658895
"5695" 4523.86 17.1006 16.1069 24.425 14.6532 59.4356 29.62 22.3826 32.4903 5.64699 31.7315 53.8985 5.29674 21.3456 21.6863 8.6652 19.5801 27.6127 21.7603 9.93969 26.0042 34.5194 0.0872251
"3062" 4667.46 10.7105 3.69279 17.1548 6.12504 54.0724 42.799 26.5183 29.2622 14.9878 28.1996 44.0374 4.8161 13.9762 22.3914 22.8248 10.2016 0.336016 3.79769 19.1426 27.7456 19.7062 0.0383022
"6305" 4599.79 3.71422 14.6197 4.86424 29.409 51.5513 33.9062 24.3006 32.6858 4.70946 44.544 30.4269 18.2624 15.7655 37.3683 4.12921 7.01064 9.8302 9.64495 24.7259 30.498 5.61294 0.105205
"3354" 4568.06 23.3403 9.14958 9.53897 12.694 31.4554 61.4608 27.1159 23.1499 32.2478 27.0087 29.4749 2.60318 16.0945 4.78222 46.3949 10.1973 37.9018 12.8629 0.325509 19.4684 15.2378 0.143674
"3284" 4569.27 3.67696 8.26719 4.40899 24.0304 55.9899 41.3483 28.9248 37.5714 11.1208 4.32154 41.9616 30.6733 10.0133 21.0183 7.55049 35.6074 3.45144 2.07422 11.7297 31.6725 51.051 0.26697
